Harness #,Shipped,Requested,Type,AWG,Wire Lot,Length (Meters),Cut,Cutter,Stripped,Stripper,45pin paddle code,15pin paddle code,Soldered,Solder,Solderer,Continuity + shorts,OK/NG,Repairs,Cleaned,Continuity,OK/NG,Repairs,Epoxy,Epoxy type,Epoxier,Continuity + shorts,OK/NG,Repairs,Lashing,Continuity + shorts,OK/NG,Visual inspection,Turned over,Repaired,Visual inspection 2,weeknum,Turned over 2,Notes,week of completion,,,,,,,,,,
1006,02-21-25,10-24-24,3.2 R4_G1,36,L222105,0.235,10-28-24,Doug,10-29-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-15-24,Sn63Pb37,Lucciana,11-15-24,OK ,,,,,,11-20-24,UR6060,Doug,11-20-24,OK,,11-21-24,11-21-24,OK,OK,11-21-24,,,31,,,,,,,,,,,,,
1007,02-21-25,10-24-24,3.2 R4_G1,36,L222105,0.235,10-28-24,Doug,10-29-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11/18/124,Sn63Pb37,Lucciana,11-18-24,OK ,,,,,,11-20-24,UR6060,Doug,11-20-24,OK,,11-21-24,11-21-24,OK,OK,11-21-24,,,31,,,,,,,,,,,,,
1008,02-21-25,10-24-24,3.2 R4_G1,36,L222105,0.235,10-28-24,Doug,10-29-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-19-24,Sn63Pb37,Felipe,11-22-24,OK,,,,,,11-22-24,UR6060,Doug,11-22-24,OK,,11-27-24,11-27-24,OK,,11-27-24,,,32,,,,,,,,,,,,,
1009,02-21-25,10-24-24,3.2 R4_G1,36,L222105,0.235,10-28-24,Doug,10-29-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-19-24,Sn63Pb37,Felipe,11-22-24,OK,,,,,,12-02-24,UR6060,Doug,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1010,02-21-25,10-24-24,3.2 R4_G1,36,L222105,0.235,10-28-24,Doug,10-29-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-19-24,Sn63Pb37,Felipe,11-22-24,OK,,,,,,12-02-24,UR6060,Doug,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
,," Spool 3 rec'd, tested",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,"Spool 3 rec'd 10/31/24  Thickness checked in two locations in first 3': calipers measured red 21mm, green 21mm, red 21mm and green 20mm.  #'s 1011 and 1012 wirecut from Spool 3, to complete and test.",,,,,,,,,,,
1011,02-21-25,10-31-24,3.2 R4_G1,36,L223982,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-07-24,Sn63Pb37,Lucciana,11-07-24,OK,,,,,,11-12-24,UR6060,Lucciana,11-12-24,OK,,11-14-24,11-14-24,OK,OK,11-14-24,,,30,,"Used wire from Spool 3, to test viability.",,,,,,,,,,,
1012,02-21-25,10-31-24,3.2 R4_G1,36,L223982,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-11-24,Sn63Pb37,Lucciana,11-11-24,OK,,,,,,11-12-24,UR6060,Lucciana,11-12-24,OK,,11-14-24,11-14-24,OK,OK,11-14-24,,,30,,Used wire from Spool 3 to test viability.,,,,,,,,,,,
1013,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-21-24,Sn63Pb37,Felipe,11-22-24,OK,,,,,,12-02-24,UR6060,Doug,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1014,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-21-24,Sn63Pb37,Felipe,11-22-24,OK,,,,,,12-02-24,UR6060,Doug,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1015,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-21-24,Sn63Pb37,Doug,11-22-24,OK,,,,,,12-02-24,UR6060,Doug,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1016,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-20-24,Sn63Pb37,Lucciana,11-20-24,NG,2024-12-17,,OK,OK,,12-19-24,UR6060,Doug,12-19-24,OK ,,12-23-24,12-23-24,OK ,OK ,12-23-24,,,35,,11/20/24 Wirecut while soldering LC  12/17/24 Successfully replaced paddle A (wirestripped 4mm)  DC. Final length measurements were good.12/23/24  DC.,,,,,,,,,,,
1017,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-20-24,Sn63Pb37,Lucciana,11-20-24,OK ,,,,,,11-22-24,UR6060,Doug,11-22-24,OK,,11-27-24,11-27-24,OK,OK,11-27-24,,,32,,,,,,,,,,,,,
1018,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC407,W50336ASC427_2,11-21-24,Sn63Pb37,Lucciana,,,,,,,,11-22-24,UR6060,Doug,11-22-24,OK,,11-27-24,11-27-24,OK,OK,11-27-24,,,32,,,,,,,,,,,,,
1019,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,11-21-24,Sn63Pb37,Lucciana,,,,,,,,11-22-24,UR6060,Doug,11-22-24,OK,,11-27-24,11-27-24,OK,OK,11-27-24,,,32,,,,,,,,,,,,,
1020,02-21-25,10-31-24,3.2 R4_G1,36,L222105,0.235,11-01-24,Doug,11-05-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,11-27-24,Sn63Pb37,Felipe,11-27-24,OK,,,,,,12-02-24,UR6060,Doug,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1021,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,11-26-24,Sn63Pb37,Felipe,11-26-24,OK,,,,,,12-02-24,UR6060,Lucciana,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1022,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,11-27-24,Sn63Pb37,Felipe,11-27-24,OK,,,,,,12-02-24,UR6060,Lucciana,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1023,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,11-27-24,Sn63Pb37,Felipe,11-27-24,OK,,,,,,12-02-24,UR6060,Lucciana,12-02-24,OK ,,12-03-24,12-03-24,OK ,OK ,12-03-24,,,33,,,,,,,,,,,,,
1024,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,12-03-24,Sn63Pb37,Felipe,12-03-24,OK,,,,,,12-06-24,UR6060,Doug,12-06-24,OK ,,12-09-24,12-09-24,OK ,OK ,12-09-24,,,33,,,,,,,,,,,,,
1025,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,12-02-24,Sn63Pb37,Lucciana,12-02-24,OK ,,,,,,12-06-24,UR6060,Doug,12-06-24,OK ,,12-09-24,12-09-24,OK ,OK ,12-09-24,,,33,,,,,,,,,,,,,
1026,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,12-03-24,Sn63Pb37,Lucciana,12-03-24,OK ,,,,,,12-06-24,UR6060,Doug,12-06-24,OK ,,12-09-24,12-09-24,OK ,OK ,12-09-24,,,33,,,,,,,,,,,,,
1027,,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,12-03-24,Sn63Pb37,Lucciana,12-03-24,OK ,,,,NG,,,,,,,,,,,,,,,-6392,,"Found green wire broken off at solder joint; branch BB.  Does not look repairable. Filed on ""Unrepairable"" shelf, room 1092. 12/06/24 DC.",,,,,,,,,,,
1028,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,12-05-24,Sn63Pb37,Felipe,12-05-24,OK,,,,,,12-09-24,UR6060,Doug,12-09-24,OK ,,12-10-24,12-10-24,OK ,OK ,12-10-24,,,34,,,,,,,,,,,,,
1029,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,12-04-24,Sn63Pb37,Lucciana,12-04-24,OK ,,,,,,12-09-24,UR6060,Doug,12-09-24,OK ,,12-10-24,12-10-24,OK ,OK ,12-10-24,,,34,,,,,,,,,,,,,
1030,03-31-25,11-07-24,3.2 R4_G1,36,L222105,0.235,11-11-24,Doug,11-12-24,Doug/Derek,W50336ASC426_1,W50336ASC427_2,12-03-24,Sn63Pb37,Felipe,12-03-24,OK,,,,,,12-09-24,UR6060,Doug,12-09-24,OK ,,12-10-24,12-10-24,OK ,OK ,12-10-24,,,34,,,,,,,,,,,,,
1031,,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-04-24,Sn63Pb37,Lucciana,12-04-24,NG,2024-12-06,,OK,,,12-10-24,UR6060,Lucciana,12-10-24,NG,2025-01-28,,,,,,,,-6392,,"Their is a non passing channel on branch A for 1 to 7. LC. Fixed after a look on the paddle and warmed the epoxy. Problem found with the connections in the paddle. Fixed again by taking off the epoxy and sodlering, and changing the paddle with a new one. New paddle epoxied, 1/30/25 DC.  Not passing continuity 2/03/25.  Enveloped and shelved on Not Repairable shelf, per Dr. Bean.  2/05/25  D.C. 2/13/25 Wire-cut not fixable",,,,,,,,,,,
1032,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-04-24,Sn63Pb37,Lucciana,12-04-24,OK ,,,,,,12-09-24,UR6060,Doug,12-09-24,OK ,,12-10-24,12-10-24,OK ,OK ,12-10-24,,,34,,,,,,,,,,,,,
1033,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-05-24,Sn63Pb37,Lucciana,12-05-24,OK,,,,,,12-09-24,UR6060,Doug,12-09-24,OK ,,12-10-24,12-10-24,OK ,OK ,12-10-24,,,34,,,,,,,,,,,,,
1034,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-05-24,Sn63Pb37,Felipe,12-05-24,OK,,,,,,12-09-24,UR6060,Doug,12-09-24,OK ,,12-10-24,12-10-24,OK ,OK ,12-10-24,,,34,,,,,,,,,,,,,
1035,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-06-24,Sn63Pb37,Lucciana,12-06-24,OK,,,,,,12-10-24,UR6060,Lucciana,12-10-24,OK ,,12-11-24,12-11-24,OK ,OK ,12-11-24,,,34,,,,,,,,,,,,,
1036,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-09-24,Sn63Pb37,Felipe,12-09-24,OK,,,,,,12-10-24,UR6060,Lucciana,12-10-24,OK ,,12-11-24,12-11-24,OK ,OK ,12-11-24,,,34,,,,,,,,,,,,,
1037,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-09-24,Sn63Pb37,Lucciana,12-09-24,OK ,,,,,,12-11-24,UR6060,Doug,12-12-24,OK ,,12-16-24,12-16-24,OK ,OK ,12-16-24,,,34,,,,,,,,,,,,,
1038,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-10-24,Sn63Pb37,Lucciana,12-10-24,OK,,,,,,12-11-24,UR6060,Doug,12-12-24,OK ,,12-16-24,12-16-24,OK ,OK ,12-16-24,,,34,,,,,,,,,,,,,
1039,03-31-25,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-10-24,Sn63Pb37,Felipe,12-10-24,OK,,,,,,12-11-24,UR6060,Doug,12-12-24,OK ,,12-16-24,12-16-24,OK ,OK ,12-16-24,,,34,,,,,,,,,,,,,
1040,,11-14-24,3.2 R4_G1,36,L222105,0.235,11-18-24,Doug,11-19-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-10-24,Sn63Pb37,Felipe,12-10-24,OK,,,,,,,,,,,,,,,,,,,-6392,,"Accidentally cut a green wire on branch BC, while preparing for epoxy.  Not repairable.  12/11/24  DC. Attempted to replace paddle on BC. Didn't pass continuity test.  Shelved as Not Repairable. 12/18/24 DC.",,,,,,,,,,,
1041,03-31-25,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-11-24,Sn63Pb37,Felipe,12-11-24,OK,,,,,,12-13-24,UR6060,Doug,12-16-24,OK ,,12-17-24,12-18-24,OK ,OK ,12-18-24,,,35,,,,,,,,,,,,,
1042,03-31-25,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-12-24,Sn63Pb37,Felipe,12-12-24,OK,,,,,,12-13-24,UR6060,Doug,12-16-24,OK ,,12-17-24,12-18-24,OK ,OK ,12-18-24,,,35,,,,,,,,,,,,,
1043,03-31-25,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-12-24,Sn63Pb37,Lucciana,12-12-24,OK,,,,,,12-13-24,UR6060,Doug,12-16-24,OK ,,12-17-24,12-18-24,OK ,OK ,12-18-24,,,35,,,,,,,,,,,,,
1044,,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2 and W50336ASC427_3,12-12-24,Sn63Pb37,Lucciana,12-12-24,OK,,,,,,12-13-24,UR6060,Doug,12-16-24,OK ,,12-17-24,12-18-24,OK ,OK ,12-18-24,,,35,,Visual Inspection shows light scratch on two contact pads.  Still passes.  12/18/24  DC.,,,,,,,,,,,
1045,,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-12-24,Sn63Pb37,Lucciana,12-12-24,OK,,,,,,12-13-24,UR6060,Doug,12-16-24,OK ,,12-17-24,12-18-24,OK ,OK ,12-18-24,,,35,,"Failed shorts test, D1-p and D2-n, paddle BA, (Stella, 2/24/2025)",,,,,,,,,,,
1046,,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-13-24,Sn63Pb37,Felipe,12-13-24,OK,,,,,,12-13-24,UR6060,Doug,12-16-24,OK ,,12-17-24,12-18-24,OK ,OK ,12-18-24,,,35,,,,,,,,,,,,,
1047,,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-13-24,Sn63Pb37,Felipe,12-13-24,OK,,,,,,12-17-24,UR6060,Doug,12-17-24,OK ,,12-18-24,12-18-24,OK ,OK ,12-19-24,,,35,,,,,,,,,,,,,
1048,,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-13-24,Sn63Pb37,Felipe,12-13-24,OK,,,,,,12-17-24,UR6060,Doug,12-17-24,OK ,,12-18-24,12-18-24,OK ,OK ,12-19-24,,,35,,,,,,,,,,,,,
1049,,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-17-24,Sn63Pb37,Felipe,12-17-24,OK,,,,,,12-18-24,UR6060,Doug,12-18-24,OK ,,12-19-24,12-19-24,OK ,OK ,12-19-24,,,35,,"Alice found a potential solder bridge on 15 pin Branch C. Caleb did manual continuity and shorts on Branch C, and it passed. Graded as fail due to poor Branch C D2 template and area.",,,,,,,,,,,
1050,,11-21-24,3.2 R4_G1,36,L222105,0.235,11-25-24,Doug,11-26-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-19-24,Sn63Pb37,Felipe,12-19-24,OK,,,,,,12-19-24,UR6060,Doug,12-19-24,OK ,,12-23-24,12-23-24,OK ,OK ,12-23-24,,,35,,,,,,,,,,,,,
1051,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_2,12-06-24,Sn63Pb37,Felipe,12-06-24,OK,,,,,,12-10-24,UR6060,Lucciana,12-10-24,OK ,,12-11-24,12-11-24,OK ,OK ,12-11-24,,,34,,"Similar problem to 1031 for 4-4, channel A. Low resistance at paddle, but high resistance when using testing board. Found out the problem was the testing board",,,,,,,,,,,
1052,,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-17-24,Sn63Pb37,Felipe,12-17-24,NG,,,,,,,,,,,,,,,,,,,-6392,,"Short between channel 19-16. Inspected by Caleb and Doug on Jan. 3, 2025. Ovals are shifted, and short is likely due to solder between oval and trace.  Enveloped and set on Not Repairable shelf.  1/10/25  DC.",,,,,,,,,,,
1053,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-17-24,Sn63Pb37,Felipe,12-17-24,OK ,,,,,,12-18-24,UR6060,Doug,12-18-24,OK ,,12-19-24,12-19-24,OK ,OK ,12-19-24,,,35,,,,,,,,,,,,,
1054,,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_3,12-17-24,Sn63Pb37,Felipe,12-17-24,NG,,,,,,,,,,,,,,,,,,,-6392,,"Short between channel 20-21. Inspected by Caleb and Doug on Jan. 3, 2025. Ovals are shifted, and short is likely due to solder between oval and trace.  Enveloped and set on Not Repairable shelf.  1/08/25  DC.",,,,,,,,,,,
1055,,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,,,,,,,,,,,,,,,,,,,,,,,,,,-6392,,"Third red wire on paddle A broke off at clear insulation.  Recommend re-wirestrip A, 4 more mm, next opportunity and proceed.  1/16/25  DC.  Wirestripping completed 2/04/25; didn't work, stripped off 7mm, so now too short to use.  Shelved on Unusable shelf, in envelope.  2/05/25 DC.",,,,,,,,,,,
1056,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-16-25,Sn63Pb37,Doug,01-16-25,OK ,,,,,,01-21-25,UR6060,Doug,01-21-25,OK ,,01-22-25,01-23-25,OK ,OK ,01-23-25,,,40,,,,,,,,,,,,,
1057,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-17-25,Sn63Pb37,Doug,01-17-25,OK ,,,,,,01-21-25,UR6060,Doug,01-21-25,OK ,,01-22-25,01-23-25,OK ,OK ,01-23-25,,,40,,,,,,,,,,,,,
1058,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-28-25,Sn63Pb37,Lucciana,01-28-25,OK,,,,,,01-30-25,UR6060,Doug,02-05-25,OK ,,02-06-22,02-06-22,OK ,OK ,02-06-25,,,42,,"No continuity on branch BB will try to fix it this afternoon. LC 1/28/25. Do not know which paddles were used since the problem was fixed way after it was soldered and there was no information of who or when was soldered, now passing continuity.  Re-epoxied paddle BB 1/05/25  DC.",,,,,,,,,,,
1059,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-02-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-20-25,Sn63Pb37,Doug,01-20-25,OK ,,,,,,01-21-25,UR6060,Doug,01-21-25,OK ,,01-22-25,01-23-25,OK ,OK ,01-23-25,,,40,,,,,,,,,,,,,
1060,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-03-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-20-25,Sn63Pb37,Doug,01-20-25,OK ,,,,,,01-21-25,UR6060,Doug,01-21-25,OK ,,01-22-25,01-23-25,OK ,OK ,01-23-25,,,40,,,,,,,,,,,,,
1061,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-03-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-20-25,Sn63Pb37,Doug,01-20-25,OK ,,,,,,01-21-25,UR6060,Doug,01-21-25,OK ,,01-22-25,01-23-25,OK ,OK ,01-23-25,,,40,,,,,,,,,,,,,
1062,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-03-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-21-25,Sn63Pb37,Felipe,01-21-25,OK ,,,,,,01-27-25,UR6060,Lucciana,01-27-25,OK ,,01-28-25,01-28-25,OK ,OK ,01-28-25,,,40,,,,,,,,,,,,,
1063,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-03-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-21-25,Sn63Pb37,Felipe,01-21-25,OK ,,,,,,01-27-25,UR6060,Lucciana,01-27-25,OK ,,01-28-25,01-28-25,OK ,OK ,01-28-25,,,40,,,,,,,,,,,,,
1064,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-03-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-21-25,Sn63Pb37,Felipe,01-21-25,OK ,,,,,,01-27-25,UR6060,Lucciana,01-27-25,OK ,,01-28-25,01-28-25,OK ,OK ,01-28-25,,,40,,,,,,,,,,,,,
1065,03-07-25,11-27-24,2.3 R2_G1,36,L222105,0.240,12-03-24,Doug,12-03-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-23-25,Sn63Pb37,Felipe,01-23-25,OK ,,,,,,01-30-25,UR6060,Doug,02-04-25,OK,,02-05-25,02-05-25,OK ,OK ,02-05-25,,,41,,,,,,,,,,,,,
1066,03-07-25,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Doug,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-23-25,Sn63Pb37,Felipe,01-23-25,OK ,,,,,,01-27-25,UR6060,Lucciana,01-27-25,OK ,,01-28-25,01-28-25,OK ,OK ,01-28-25,,,40,,,,,,,,,,,,,
1067,03-07-25,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Doug,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-23-25,Sn63Pb37,Lucciana,01-23-25,OK ,,,,,,01-30-25,UR6060,Doug,02-04-25,OK ,,02-05-25,02-05-25,OK ,OK ,02-05-25,,,41,,,,,,,,,,,,,
1068,03-07-25,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Doug,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-23-25,Sn63Pb37,Lucciana,01-23-25,OK ,,,,,,01-30-25,UR6060,Doug,02-04-25,OK,,02-05-25,02-05-25,OK ,OK ,02-05-25,,,41,,,,,,,,,,,,,
1069,03-07-25,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Doug,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-24-25,Sn63Pb37,Felipe,01-24-25,OK ,,,,,,01-30-25,UR6060,Doug,02-04-25,OK,,02-05-25,02-05-25,OK ,OK ,02-05-25,,,41,,,,,,,,,,,,,
1070,,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Doug,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-24-25,Sn63Pb37,Felipe,01-24-25,OK ,,,,,,02-06-25,UR6060,Doug,02-06-25,OK,,02-07-25,02-07-25,OK ,OK ,02-07-25,,,42,,,,,,,,,,,,,
1071,03-07-25,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Mikayla,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-27-25,Sn63Pb37,Lucciana,01-27-25,OK ,,,,,,01-30-25,UR6060,Doug,02-04-25,OK,,02-05-25,02-05-25,OK ,OK ,02-05-25,,,41,,,,,,,,,,,,,
1072,03-07-25,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Mikayla,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-27-25,Sn63Pb37,Lucciana,01-27-25,OK ,,,,,,01-30-25,UR6060,Doug,02-05-25,OK ,,02-05-25,02-05-25,OK ,OK ,02-05-25,,,41,,,,,,,,,,,,,
1073,,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Doug,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-28-25,Sn63Pb37,Felipe,01-28-25,OK ,,,,,,01-30-25,UR6060,Doug,,,,,,,,,,,-6392,,"I accidentally clipped a wire, while clipping off a lashing string tail.  Enveloped and set on Cannot Repair shelf.  1/30/25  DC.",,,,,,,,,,,
1074,03-07-25,12-05-24,2.3 R2_G1,36,L222105,0.240,12-09-24,Doug,12-10-24,Doug/Caleb,W50336ASC426_1,W50336ASC427_12,01-28-25,Sn63Pb37,Felipe,01-28-25,OK ,,,,,,01-30-25,UR6060,Doug,02-05-25,OK ,,02-05-25,02-05-25,OK ,OK ,02-05-25,,,41,,,,,,,,,,,,,
